,sentence,label
776,Walmart's decision to expand its renewable energy initiatives received praise from environmental advocacy groups.,3
777,"Microsoft's acquisition of a gaming giant faces antitrust scrutiny, causing uncertainty within the business community.",2
778,"Facebook rebranded to Meta, emphasizing its shift towards building the metaverse.",2
779,Coca-Cola introduces a novel marketing campaign to compete in the rising health-conscious beverage market.,3
780,1. Amazon's revenue for the third quarter fell short of analyst expectations due to rising operational costs.,1
781,2. Microsoft prepares for a major product unveiling that promises to reshape the tech landscape.,3
782,3. Ford announces cost-cutting measures that involve laying off a significant portion of its North American workforce.,1
783,"4. Tesla's advent in the energy market gives them an edge over competitors, pushing stock prices up.",3
784,"5. Alphabet invests heavily in research and development, with shareholders questioning the immediate returns.",2
785,"6. Disney reports a decline in park attendance, which it attributes to ongoing geopolitical issues.",1
786,"7. Coca-Cola launches a new eco-friendly packaging initiative, gaining praise from sustainability advocates.",3
787,"8. Facebook faces user backlash over privacy concerns, as regulatory bodies scrutinize its policies.",1
788,9. Boeing receives a record number of flight orders following a successful unveiling at an international expo.,3
789,"10. Netflix secures exclusive streaming rights to blockbuster franchises, delighting its subscriber base.",3
790,"Apple's software update introduces several bug fixes, addressing customer complaints.",2
791,Microsoft announces layoffs amidst restructuring efforts to align with market expectations.,1
792,Tesla to showcase new battery technology that promises longer range and faster charging.,3
793,Amazon faces backlash over alleged worker privacy violations in warehouses.,1
794,"Meta's quarterly profits surpass analysts' predictions, reflecting strong advertising sales.",3
795,"Coca-Cola commits to using 100% recycled materials by 2030, gaining praise from environmental groups.",3
796,"Walmart partners with TikTok for a new shoppable video feature, aimed at younger audiences.",3
797,Boeing under scrutiny after recent incidents raise safety concerns about its aircraft.,1
798,Pfizer to increase production of its new vaccine to meet global demand.,3
799,Google's latest foray into AI sees mixed reviews as experts debate the ethical implications.,2
